Geneid	alignment_29/RNA-29Aligned.sortedByCoord.out.bam	alignment_30/RNA-30Aligned.sortedByCoord.out.bam	alignment_31/RNA-31Aligned.sortedByCoord.out.bam	alignment_32/RNA-32Aligned.sortedByCoord.out.bam
IGHVII-26-2	0	0	0	0
IGHV7-27	0	0	0	0
IGHV4-28	0	0	0	0
IGHVII-28-1	0	0	0	0
IGHV3-29	0	0	0	0
IGHV3-30	0	0	0	0
IGHVII-30-1	0	0	0	0
IGHV3-30-2	0	0	0	0
IGHV4-30-2	0	0	0	0
IGHVII-30-21	0	0	0	0
IGHV3-32	0	0	0	0
IGHV3-33	0	0	0	0
IGHVII-33-1	0	0	0	0
IGHV3-33-2	0	0	0	0
IGHV4-34	0	0	0	0
IGHV7-34-1	0	0	0	0
IGHV3-35	0	0	0	0
IGHV3-36	0	0	0	0
IGHV3-37	0	0	0	0
IGHV3-38	0	0	0	0
IGHVIII-38-1	0	0	0	0
IGHV4-39	0	0	0	0
IGHV7-40	0	0	0	0
IGHVII-40-1	0	0	0	0
IGHV3-41	0	0	0	0
IGHV3-42	0	0	0	0
IGHV3-43	0	0	0	0
IGHVII-43-1	0	0	0	0
IGHVIII-44	0	0	0	0
LINC00221	0	0	0	0
IGHVIV-44-1	0	0	0	0
IGHVII-44-2	0	0	0	0
LOC112268139	0	0	0	0
IGHV1-45	0	0	0	0
IGHV1-46	0	0	0	0
IGHVII-46-1	0	0	0	0
IGHV3-47	0	0	0	0
IGHVIII-47-1	0	0	0	0
IGHV3-48	0	0	0	0
IGHV3-49	0	0	0	0
IGHVII-49-1	0	0	0	0
IGHV3-50	0	0	0	0
IGHV5-51	0	0	0	0
IGHV8-51-1	0	0	0	0
IGHVII-51-2	0	0	0	0
IGHV3-52	0	0	0	0
IGHV3-53	0	0	0	0
IGHVII-53-1	0	0	0	0
IGHV3-54	0	0	0	0
IGHV4-55	0	0	0	0
IGHV7-56	0	0	0	0
IGHV3-57	0	0	0	0
IGHV1-58	0	0	0	0
IGHV4-59	0	0	0	0
IGHV3-60	0	0	0	0
IGHVII-60-1	0	0	0	0
IGHV4-61	0	0	0	0
IGHV3-62	0	0	0	0
IGHVII-62-1	0	0	0	0
IGHV3-63	0	0	0	0
IGHV3-64	0	0	0	0
LOC102724977	0	0	0	0
IGHV3-65	0	0	0	0
IGHVII-65-1	0	0	0	0
IGHV3-66	0	0	0	0
IGHV1-67	0	0	0	0
IGHVII-67-1	0	0	0	0
IGHVIII-67-2	0	0	0	0
IGHVIII-67-3	0	0	0	0
IGHVIII-67-4	0	0	0	0
IGHV1-68	0	0	0	0
IGHV1-69	0	0	0	0
IGHV2-70D	0	0	0	0
IGHV3-69-1	0	0	0	0
IGHV1-69-2	0	0	0	0
IGHV1-69D	0	0	0	0
IGHV2-70	0	0	0	0
IGHV3-71	0	0	0	0
IGHV3-72	0	0	0	0
IGHV3-73	0	0	0	0
IGHV3-74	0	0	0	0
IGHVII-74-1	0	0	0	0
IGHV3-75	0	0	0	0
IGHV3-76	0	0	0	0
IGHVIII-76-1	0	0	0	0
MIR5195	0	0	0	0
IGHV5-78	0	0	0	0
IGHVII-78-1	0	3	0	0
IGHV3-79	1	2	0	0
IGHV4-80	6	5	1	4
IGHV7-81	2	4	1	2
IGHVIII-82	0	0	0	0
LOC105379271	0	0	1	4
LOC105379272	0	0	0	0
LOC105379274	0	0	0	0
MAFIP	0	0	0	0
LOC112268314	0	0	0	0
LOC105379527	0	0	0	0
IGHV3-9	0	0	0	0
LOC102723407	0	0	0	0
FAM30B	0	0	0	0
LOC105379203	0	0	0	0
CHEK2P2	0	0	0	0
HERC2P3	0	0	0	0
LOC100996379	0	0	0	0
GOLGA6L6	0	0	0	0
GOLGA8CP	0	0	0	0
NBEAP1	0	0	0	0
MIR3118-2	0	0	0	0
POTEB2	0	0	0	0
MIR5701-1	0	0	0	0
LINC01193	0	0	0	0
FAM30C	0	0	0	0
LOC105379205	0	0	0	0
LOC105370715	0	0	0	0
LOC105370714	0	0	0	0
LOC646214	0	0	0	0
LOC112268154	0	0	0	0
CXADRP2	0	0	0	0
POTEB3	0	0	0	0
MIR3118-3	0	0	0	0
MIR5701-2	0	0	0	0
LINC02203	0	0	0	0
OR4N4C	0	0	0	0
LOC107987218	0	0	0	0
LOC102724760	0	0	0	0
LOC107987219	0	0	0	0
IGHV1OR15-3	0	0	0	0
LOC102724971	0	0	0	0
LOC105379208	0	0	0	0
LOC105379207	0	0	0	0
MIR3118-4	0	0	0	0
POTEB	0	0	0	0
NF1P2	0	0	0	0
MIR5701-3	0	0	0	0
LOC101927079	0	0	0	0
OR4M2	0	0	0	0
OR4N4	0	0	0	0
OR4N3P	0	0	0	0
LOC107984743	0	0	0	0
IGHV1OR15-1	0	0	0	0
LOC107984785	0	0	0	0
LOC642131	0	0	0	0
LOC107983983	0	0	0	0
LOC101928039	0	0	0	0
MIR1268A	0	0	0	0
REREP3	0	0	0	0
LOC105370721	0	0	0	0
GOLGA8EP	0	0	0	0
GOLGA6L22	0	0	0	0
HERC2P7	0	0	0	0
HERC2P2	0	0	2	1
LOC101927846	0	0	0	0
GOLGA8IP	0	0	0	0
WHAMMP3	0	0	0	0
LOC283683	0	0	0	0
NIPA1	0	0	0	0
NIPA2	9	6	3	3
CYFIP1	71	41	67	58
TUBGCP5	0	0	0	0
GOLGA6L1	0	0	0	0
GOLGA8DP	0	0	0	0
MIR4509-1	0	0	0	0
LOC102723534	0	0	0	0
LOC102723564	0	0	0	0
LOC102723623	0	0	0	0
LOC105376698	0	0	0	0
GOLGA8S	0	0	0	0
LOC105370726	0	0	0	1
LOC105370728	0	0	0	0
GOLGA6L2	0	0	0	0
LOC105370729	0	0	0	0
LOC105370730	0	0	0	0
LOC107984793	0	0	0	0
MIR4508	0	0	0	0
MKRN3	0	0	0	0
MAGEL2	0	0	0	0
NDN	0	0	0	0
LOC107984787	0	0	0	0
PWRN4	0	0	0	0
LOC105370734	0	0	0	0
LOC105370733	0	0	0	0
LOC105370732	0	0	0	0
PWRN2	0	0	0	0
LOC102723749	0	0	0	0
LOC102725165	0	0	0	0
PWRN3	0	0	0	0
PWRN1	0	0	0	0
NPAP1	0	0	0	0
SNHG14	0	1	0	3
SNRPN	0	0	0	0
SNURF	0	0	0	0
PWARSN	0	0	0	0
SNORD107	0	0	0	0
PWAR5	0	0	0	0
SNORD64	0	0	0	0
SNORD108	0	0	0	0
PWAR6	0	0	0	0
SNORD109A	0	0	0	0
SNORD116-1	0	0	0	0
SNORD116-2	0	0	0	0
SNORD116-3	0	0	0	0
SNORD116-4	0	0	0	0
SNORD116-5	0	0	0	0
SNORD116-6	0	0	0	0
SNORD116-7	0	0	0	0
SNORD116-8	0	0	0	0
SNORD116-9	0	0	0	0
SNORD116-10	0	0	0	0
SNORD116-11	0	0	0	0
SNORD116-12	0	0	0	0
SNORD116-13	0	0	0	0
SNORD116-14	0	0	0	0
SNORD116-15	0	0	0	0
SNORD116-16	0	0	0	0
SNORD116-17	0	0	0	0
SNORD116-18	0	0	0	0
SNORD116-19	0	0	0	0
SNORD116-20	0	0	0	0
SNORD116-21	0	0	0	0
SNORD116-22	0	0	0	0
SNORD116-23	0	0	0	0
SNORD116-24	0	0	0	0
SNORD116-25	0	0	0	0
SNORD116-26	0	0	0	0
SNORD116-27	0	0	0	0
SNORD116-28	0	0	0	0
SNORD116-29	0	0	0	0
SNORD116-30	0	0	0	0
IPW	0	0	0	0
PWAR1	0	0	0	0
SNORD115-1	0	0	0	0
SNORD115-2	0	0	0	0
SNORD115-3	0	0	0	0
SNORD115-4	0	0	0	0
SNORD115-5	0	0	0	0
SNORD115-6	0	0	0	0
SNORD115-7	0	0	0	0
SNORD115-8	0	0	0	0
SNORD115-9	0	0	0	0
SNORD115-10	0	0	0	0
SNORD115-11	0	0	0	0
SNORD115-12	0	0	0	0
SNORD115-13	0	0	0	0
SNORD115-14	0	0	0	0
SNORD115-15	0	0	0	0
SNORD115-16	0	0	0	0
SNORD115-17	0	0	0	0
SNORD115-18	0	0	0	0
SNORD115-19	0	0	0	0
SNORD115-20	0	0	0	0
SNORD115-21	0	0	0	0
SNORD115-22	0	0	0	0
PWAR4	0	0	0	0
SNORD115-23	0	0	0	0
SNORD115-24	0	0	0	0
SNORD115-25	0	0	0	0
SNORD115-26	0	0	0	0
SNORD115-27	0	0	0	0
SNORD115-28	0	0	0	0
SNORD115-29	0	0	0	0
SNORD115-30	0	0	0	0
SNORD115-31	0	0	0	0
SNORD115-32	0	0	0	0
SNORD115-33	0	0	0	0
SNORD115-34	0	0	0	0
SNORD115-35	0	0	0	0
SNORD115-36	0	0	0	0
SNORD115-37	0	0	0	0
SNORD115-38	0	0	0	0
SNORD115-39	0	0	0	0
SNORD115-40	0	0	0	0
SNORD115-41	0	0	0	0
SNORD115-42	0	0	0	0
SNORD115-43	0	0	0	0
SNORD115-44	0	0	0	0
SNORD115-45	0	0	0	0
SNORD115-46	0	0	0	0
SNORD115-47	0	0	0	0
SNORD115-48	0	0	0	0
SNORD109B	0	0	0	0
UBE3A	2	4	4	2
LINC02250	0	0	1	0
LOC107984789	0	0	0	0
ATP10A	0	0	0	0
LOC107984770	0	0	0	0
MIR4715	0	0	0	0
ATP10A-DT	0	0	0	0
LINC02346	0	0	0	0
TRE-TTC2-2	0	0	0	0
LOC105370739	0	0	0	0
LINC00929	0	0	0	0
LINC02248	0	0	0	0
LOC105370740	0	0	0	0
GABRB3	0	0	0	0
LOC112268151	0	0	0	0
GABRA5	0	0	0	0
GABRG3	0	0	0	0
LOC107984766	0	0	0	0
GABRG3-AS1	0	0	0	0
LOC105370741	0	0	0	0
OCA2	0	0	0	0
HERC2	0	0	0	0
LOC645202	0	0	0	0
GOLGA8F	0	0	0	0
MIR4509-2	0	0	0	0
MIR4509-3	0	0	0	0
GOLGA8G	0	0	0	0
LOC100132202	0	0	0	0
HERC2P11	0	0	0	0
HERC2P9	0	0	0	0
GOLGA8M	0	0	0	0
LOC107984746	0	0	0	0
WHAMMP2	0	0	0	0
LOC100289656	0	0	0	0
PDCD6IPP2	0	0	0	0
GOLGA6L7	0	0	0	0
APBA2	0	0	0	0
FAM189A1	0	0	0	0
NSMCE3	0	0	0	0
LOC100130111	0	0	0	0
LOC105370743	0	0	0	0
TJP1	0	0	0	1
GOLGA8J	0	0	0	0
ULK4P3	0	0	0	0
GOLGA8T	0	0	0	0
LOC105370747	0	0	0	0
LINC02249	0	0	0	0
LOC102724055	0	0	0	0
CHRFAM7A	0	0	0	0
LOC105370751	0	0	0	0
GOLGA8R	0	0	0	0
LOC101927788	0	0	0	1
LOC105376704	0	0	0	0
LOC100288203	0	0	0	0
GOLGA8Q	0	0	0	0
DNM1P50	0	0	0	0
ULK4P2	0	0	0	0
ARHGAP11B-DT	1	0	2	1
GOLGA8H	0	0	0	0
ARHGAP11B	0	0	0	0
LOC100288637	0	0	0	0
LOC107984025	0	0	0	0
LOC101930434	0	0	0	0
HERC2P10	0	0	0	0
FAN1	4	4	2	1
MTMR10	32	23	22	35
TRPM1	0	0	0	0
LOC105370752	0	0	0	0
MIR211	0	0	0	0
LINC02352	1	0	0	0
LOC283710	0	0	0	0
KLF13	0	0	0	1
LOC105376707	0	0	0	0
LOC105370939	0	0	0	0
LOC107987220	0	0	0	0
OTUD7A	0	0	0	0
LOC105370753	0	1	1	0
CHRNA7	0	0	0	0
LOC105370754	0	0	0	0
LOC102724078	0	0	0	0
LOC105376709	0	0	0	0
LOC112268159	0	0	0	0
GOLGA8K	0	0	0	0
LOC107987221	1	0	0	0
ULK4P1	0	0	0	0
GOLGA8O	0	0	0	0
LOC105376710	0	0	0	0
LOC101060588	0	0	0	0
LOC100653133	0	0	0	0
LOC107987222	0	0	0	0
WHAMMP1	0	0	0	0
LINC02256	0	0	0	0
LOC101928042	0	0	0	0
GOLGA8N	0	0	0	0
ARHGAP11A	0	0	0	0
ARHGAP11A-SCG5	0	0	0	0
SCG5	0	0	0	0
SCG5-AS1	0	0	0	0
LOC105370756	0	0	0	0
GREM1	0	0	0	0
GREM1-AS1	0	0	0	0
FMN1	0	0	0	0
LOC107984089	0	0	0	0
LOC105370759	0	0	0	0
TMCO5B	0	0	0	0
RYR3-DT	0	0	0	0
RYR3	37	71	45	54
AVEN	0	2	0	1
CHRM5	0	0	0	1
LOC107984748	0	0	0	0
EMC7	0	1	0	0
PGBD4	0	1	0	0
KATNBL1	0	0	1	0
EMC4	11	6	6	9
SLC12A6	664	410	377	435
NOP10	0	2	3	2
NUTM1	0	0	0	0
LPCAT4	1	1	1	1
GOLGA8A	0	0	0	0
MIR1233-1	0	0	0	0
GOLGA8B	1	0	1	0
MIR1233-2	0	0	0	0
LINC02252	0	0	0	0
GJD2	0	0	0	0
GJD2-DT	0	0	0	0
ACTC1	0	0	0	0
LOC107984776	0	0	0	0
AQR	0	1	2	1
ZNF770	3	1	0	1
LOC105370764	4	0	0	0
LOC105370763	0	0	0	0
LOC105370765	0	0	0	0
NANOGP8	0	0	0	0
DPH6	0	0	0	0
ANP32AP1	0	0	0	0
MIR3942	0	0	0	0
DPH6-DT	1	1	1	0
LOC105370766	0	0	0	0
MIR4510	0	0	0	0
LINC02853	0	0	0	0
LOC102724214	0	0	0	0
LOC105370767	0	0	0	0
LOC105370769	0	0	0	0
LOC105370768	0	0	0	0
LOC105370770	0	0	0	0
CDIN1	0	0	0	0
CSNK1A1P1	0	0	0	2
LOC145845	0	0	0	0
MEIS2	1	2	2	1
MIR8063	0	0	0	0
LOC105370772	0	0	0	0
LOC105370773	0	0	0	0
TMCO5A	0	0	0	2
LOC107984774	0	0	0	0
LINC02345	2	0	2	0
LINC01852	0	0	0	0
LOC107984760	0	0	0	0
SPRED1	0	0	0	2
FAM98B	1	0	1	0
RASGRP1	5	14	8	18
LOC105370774	5	4	2	4
LOC107984739	0	0	0	0
LOC107984725	0	0	0	0
LOC105370775	0	0	0	0
LINC02694	0	0	0	0
LOC105370776	0	0	0	0
LOC102724253	0	0	0	0
LOC105370777	0	0	0	0
LOC105370781	0	0	0	0
LOC105370780	0	2	0	0
LINC02915	0	0	0	0
LOC105370783	0	0	0	0
LOC105370784	0	0	0	0
THBS1	19	30	14	38
FSIP1	30	29	23	24
LOC105370785	0	1	1	0
LOC105370941	0	0	0	0
GPR176	0	0	0	0
LOC105370786	0	0	0	0
GPR176-DT	0	0	0	0
EIF2AK4	35	26	27	35
SRP14	35	10	10	37
SRP14-DT	0	1	0	0
LOC105370787	1	0	0	1
BMF	1	1	0	1
BUB1B	2	0	3	3
LOC107984763	2	5	2	2
BUB1B-PAK6	0	0	0	0
PAK6	0	0	0	0
PAK6-AS1	12	14	20	11
ANKRD63	0	0	0	0
PLCB2	0	0	0	1
LOC112268152	1	0	0	0
INAFM2	2	0	2	4
CCDC9B	1	1	0	1
PHGR1	26	25	4	79
DISP2	1	0	2	3
KNSTRN	2	0	2	0
IVD	1	0	2	4
BAHD1	2	2	0	1
CHST14	1	1	0	0
CCDC32	1	0	0	1
MRPL42P5	0	0	0	0
RPUSD2	0	1	0	1
TRS-GCT4-2	0	0	0	0
KNL1	0	0	0	1
RAD51-AS1	0	0	0	0
RAD51	4	15	6	9
RMDN3	5	3	1	2
GCHFR	11	6	10	4
DNAJC17	901	558	688	546
C15orf62	21	27	19	21
ZFYVE19	52	52	32	37
PPP1R14D	0	0	1	0
SPINT1-AS1	526	404	405	373
SPINT1	324	177	252	175
RHOV	1	0	0	0
VPS18	0	0	2	2
LOC105370943	0	0	0	0
DLL4	10	3	4	5
CHAC1	3	6	6	5
LOC105370789	0	0	0	0
LOC112268144	108	69	78	71
INO80	2	3	1	3
LOC105376713	0	0	0	0
INO80-AS1	49	40	31	44
EXD1	2	0	2	2
CHP1	3	1	4	1
OIP5-AS1	220	94	181	109
OIP5	6	9	8	16
NUSAP1	1	0	0	1
NDUFAF1	2	1	0	1
RTF1	0	4	1	8
LOC105370790	0	0	0	1
ITPKA	0	0	0	1
LTK	0	0	0	0
RPAP1	0	0	3	1
TYRO3	0	0	0	0
LOC105370791	0	0	0	1
MGA	0	0	0	0
MIR626	0	0	0	0
MAPKBP1	0	1	0	2
JMJD7-PLA2G4B	0	0	0	0
JMJD7	0	0	0	0
PLA2G4B	0	0	0	0
SPTBN5	1	1	3	2
MIR4310	0	0	0	0
LOC105370792	219	114	144	122
EHD4	0	0	0	2
EHD4-AS1	0	1	0	0
PLA2G4E-AS1	0	0	0	0
PLA2G4E	1	3	2	1
LOC105370793	0	0	0	0
PLA2G4D	0	0	0	0
PLA2G4F	6	6	7	7
VPS39	0	0	1	0
MIR627	0	0	0	0
VPS39-DT	105	106	87	116
TMEM87A	16	13	24	20
GANC	148	189	173	175
CAPN3	1	0	0	0
LOC105370794	0	0	0	0
ZNF106	0	2	1	3
SNAP23	5	3	2	4
LRRC57	259	267	216	297
HAUS2	1	0	0	0
STARD9	18	7	11	10
CDAN1	8	10	5	3
TTBK2	8	7	9	11
UBR1	0	0	0	0
TMEM62	1	1	2	4
CCNDBP1	0	1	0	1
EPB42	0	0	0	0
TGM5	0	0	0	0
TGM7	0	0	0	0
LCMT2	3	2	5	1
ADAL	20	21	25	22
ZSCAN29	3	3	0	4
TUBGCP4	319	263	224	295
TP53BP1	761	483	645	522
MAP1A	0	0	0	0
PPIP5K1	0	0	0	0
CKMT1B	0	1	0	0
STRC	1	0	1	3
CATSPER2	0	0	0	0
PPIP5K1P1-CATSPER2	0	0	0	0
CKMT1A	0	0	0	0
STRCP1	2	3	4	6
CATSPER2P1	2	0	0	0
PDIA3	136	79	92	119
ELL3	80	54	57	78
SERF2	15	7	7	13
SERF2-C15ORF63	0	0	0	0
MIR1282	4722	3198	3389	3765
SERINC4	740	538	583	630
HYPK	11	8	15	12
MFAP1	0	0	0	0
WDR76	0	0	0	1
FRMD5	1	1	0	0
PIN4P1	0	0	0	0
GOLM2	5	2	1	5
CTDSPL2	6	6	6	9
EIF3J-DT	1	0	0	0
EIF3J	20	13	12	43
SPG11	129	84	116	94
PATL2	0	0	0	0
B2M	0	0	0	0
MIR10393	0	0	0	0
LOC100419583	0	0	0	0
TRIM69	0	0	0	0
SORD2P	1	0	0	0
LOC105370798	0	0	0	0
TERB2	0	0	0	0
SORD	0	0	0	4
DUOX2	0	0	0	0
DUOXA2	0	0	0	0
DUOXA1	0	0	0	0
DUOX1	22	33	14	30
SHF	1	1	3	1
TRH-GTG1-7	0	0	0	0
TRH-GTG1-8	0	0	0	0
TRH-GTG1-9	0	0	0	1
SLC28A2-AS1	1	1	1	0
SLC28A2	0	1	1	1
GATM	0	0	0	0
SPATA5L1	4	1	3	1
C15orf48	3	2	6	5
MIR147B	0	0	0	0
LOC107987223	99	49	76	87
LOC105376714	6	2	3	3
SLC30A4	68	71	50	82
HMGN2P46	2	0	2	2
SNORA41B	0	0	0	0
BLOC1S6	1	0	2	1
SQOR	3	1	2	1
LOC105370802	0	0	0	0
LOC107984794	0	0	0	0
LOC105370803	0	0	0	0
LOC107984733	0	0	0	0
SEMA6D	0	0	0	0
LOC105370804	0	0	0	0
LINC01491	0	0	0	0
LOC105370805	0	0	0	0
LOC102724553	0	0	0	0
LOC107984792	0	0	0	0
LOC107984136	0	0	0	0
SLC24A5	0	1	0	2
MYEF2	0	0	0	0
CTXN2	0	0	0	0
CTXN2-AS1	0	0	0	0
SLC12A1	0	2	0	0
LOC112267905	0	0	0	0
LOC107984756	0	0	0	0
LOC107984758	0	0	0	0
LOC107984755	0	0	0	0
DUT-AS1	0	2	1	1
DUT	4	4	0	0
FBN1	0	0	1	0
FBN1-DT	0	0	0	0
CEP152	0	0	0	0
LOC101928472	0	0	0	0
SHC4	0	0	0	0
EID1	2	0	0	1
SECISBP2L	0	0	2	0
COPS2	0	0	0	2
GALK2	6	6	1	0
NDUFAF4P1	0	0	0	0
MIR4716	0	0	0	0
FAM227B	99	47	63	78
FGF7	0	0	0	0
LOC105370811	0	0	0	0
DTWD1	0	1	1	0
ATP8B4	0	0	1	0
LOC102724587	0	0	0	1
SLC27A2	2	3	5	4
HDC	15	15	13	14
GABPB1	122	101	84	83
GABPB1-IT1	6	3	7	2
GABPB1-AS1	124	82	102	108
MIR4712	0	0	0	0
USP8	3	5	2	14
LOC107984741	8	10	12	18
USP50	55	28	34	43
TRPM7	0	1	3	4
SPPL2A	3	2	0	3
AP4E1	2	1	1	0
DCAF13P3	0	0	0	0
MIR4713HG	0	0	0	0
TNFAIP8L3	0	0	0	0
CYP19A1	2	7	5	5
MIR4713	0	0	0	0
MIR7973-2	0	0	0	0
MIR7973-1	0	0	0	0
LOC112268146	0	0	0	0
GLDN	0	0	0	0
DMXL2	1	3	1	1
LOC105370816	1	0	0	0
SCG3	0	0	0	1
LYSMD2	0	0	1	2
TMOD2	0	0	0	0
TMOD3	1	2	0	2
LOC100422556	0	0	2	2
LOC112268148	112	70	57	89
LEO1	3	6	5	6
LOC112268149	0	0	0	0
MAPK6-DT	0	0	0	0
MAPK6	2	2	1	3
LOC112268150	0	6	1	3
BCL2L10	0	0	0	0
GNB5	0	0	0	0
CERNA1	275	233	247	233
MYO5C	3	2	4	6
LOC105370820	0	0	1	1
MIR1266	0	0	0	0
LOC105370819	1	0	1	1
MYO5A	1	1	0	0
ARPP19	0	2	1	5
FAM214A	0	1	1	1
LOC105370821	1	0	1	0
ONECUT1	0	0	0	0
LOC105370824	0	0	0	0
LOC101928499	0	0	0	0
LOC107983981	0	0	0	0
LOC105370823	0	0	0	0
LINC02490	0	0	0	0
LOC105370826	3	10	3	10
WDR72	2	1	1	2
UNC13C	0	0	0	0
LOC105370827	0	0	0	0
LOC105370829	0	0	0	0
RSL24D1	1	2	2	2
RAB27A	0	0	0	1
PIGBOS1	1	3	4	1
PIGB	99	122	73	82
DNAAF4-CCPG1	0	0	0	0
CCPG1	1	2	0	3
MIR628	0	0	0	0
C15orf65	1	0	0	0
DNAAF4	0	0	0	1
PYGO1	0	0	0	0
PRTG	1	1	0	2
NEDD4	1	0	0	0
RFX7	1	0	0	2
TEX9	0	2	3	3
MNS1	5	3	6	4
LOC105370831	0	0	0	0
LOC105370832	0	0	0	0
ZNF280D	0	0	0	2
LOC105370833	0	0	0	0
LOC145783	0	2	1	0
TCF12	8	3	4	2
SNORD13D	1	0	0	0
LINC00926	0	0	0	0
LINC01413	0	0	0	0
CGNL1	0	0	0	0
GCOM1	0	0	0	0
MYZAP	1	0	0	0
POLR2M	0	0	0	0
LOC105370834	0	0	0	0
LOC107984724	0	0	0	0
ALDH1A2	0	0	0	0
ALDH1A2-AS1	0	0	0	0
AQP9	0	0	1	0
LIPC	0	0	0	0
LIPC-AS1	0	0	0	0
ADAM10	1	0	3	2
HSP90AB4P	0	0	0	0
LOC101928725	0	0	0	0
MINDY2	6	2	6	3
SLTM	2	0	0	3
RNF111	1	0	1	0
CCNB2	6	8	6	3
MYO1E	7	10	15	13
MIR2116	0	0	0	0
LDHAL6B	1	1	2	0
FAM81A	0	0	0	0
GCNT3	2	1	3	4
GTF2A2	16	39	13	42
BNIP2	29	45	36	46
LOC107984803	0	0	0	0
LOC107984802	0	0	0	0
FOXB1	0	0	0	0
LOC105370838	0	0	0	0
LOC105370839	0	0	0	0
LOC105370840	0	0	0	0
ANXA2	11	10	7	10
ICE2	1	0	1	2
RORA-AS1	0	0	1	1
RORA	4	9	4	4
LOC105370846	0	0	0	0
RORA-AS2	0	0	0	0
LOC105370844	0	0	0	0
LOC102724802	0	0	0	0
LOC105370842	0	0	0	0
LOC107984805	0	0	0	0
LOC105370841	0	0	0	0
LOC105370847	0	0	0	0
LOC107984782	0	0	0	0
LOC101928850	0	0	0	0
LOC107984783	0	0	0	0
LINC02349	0	0	0	0
VPS13C	0	0	2	1
VPS13C-DT	0	0	0	0
C2CD4A	2	4	3	0
C2CD4B	0	0	0	0
LOC107984784	0	0	0	0
GOLGA2P11	0	0	0	0
LOC105370851	0	0	0	0
LOC102724938	0	0	0	0
LOC105370850	0	0	0	0
MIR8067	0	0	0	0
MIR6085	0	0	0	0
TLN2	1	5	1	4
MGC15885	0	0	0	0
LOC105370855	7	16	11	6
MIR190A	0	0	0	0
LOC105370854	1029	663	689	818
TPM1	3	6	5	9
TPM1-AS	260	186	239	218
LOC107984798	0	0	0	0
LACTB	0	2	0	5
RPS27L	4	2	1	5
LOC101928972	0	0	0	0
RAB8B	0	0	0	0
APH1B	0	0	0	0
CA12	11	9	9	13
LINC02568	0	0	0	0
USP3	9	14	15	11
USP3-AS1	328	306	262	392
FBXL22	7	6	4	9
HERC1	0	0	2	3
MIR422A	0	0	0	0
DAPK2	1	0	0	1
LOC101928988	58	41	39	61
CIAO2A	1	0	0	2
SNX1	2	5	0	2
SNX22	9893	6138	5590	6451
PPIB	14	6	8	19
CSNK1G1	0	1	0	0
PCLAF	0	0	0	0
TRIP4	0	0	0	0
LOC105370861	0	0	1	0
ZNF609	0	0	0	0
LOC107984736	0	0	0	0
LOC101930091	0	0	1	1
OAZ2	3	0	4	4
LOC107984737	0	0	0	0
RBPMS2	0	0	0	0
MIR1272	0	0	0	0
PIF1	0	0	0	0
PLEKHO2	0	0	0	0
ANKDD1A	14	25	22	22
LOC107984754	3	7	1	5
SPG21	1	0	0	0
MTFMT	0	1	2	1
SLC51B	0	0	0	0
RASL12	1	2	0	3
KBTBD13	0	0	0	0
UBAP1L	0	0	0	0
PDCD7	0	2	2	1
CLPX	2	0	0	2
CILP	0	0	0	0
LOC112268147	196	100	116	143
PARP16	0	0	3	0
SNORA24B	0	0	0	0
RNU5A-1	0	0	0	0
RNU5B-1	0	0	0	0
IGDCC3	0	0	0	0
IGDCC4	0	0	0	0
DPP8	1	2	1	1
HACD3	5	3	4	7
INTS14	2	3	1	1
SLC24A1	31	29	25	27
LOC102723464	0	0	0	0
DENND4A	58	85	40	62
SNORD13E	0	0	0	1
MIR4511	0	0	0	0
LOC105370866	0	0	0	0
TRQ-CTG1-4	0	0	0	0
RAB11A	2	0	1	3
MEGF11	309	205	232	251
LOC105370867	0	0	0	0
MIR4311	0	0	0	0
DIS3L-AS1	4	1	0	1
DIS3L	59	53	46	56
TIPIN	112	71	96	73
SCARNA14	0	0	1	0
MAP2K1	24	13	9	25
SNAPC5	220	162	222	249
MIR4512	0	0	0	0
RPL4	8	7	9	25
SNORD18C	0	0	0	0
SNORD18B	0	0	0	0
SNORD16	0	0	0	0
SNORD18A	0	0	0	0
ZWILCH	0	0	0	2
LCTL	167	103	163	144
LINC01169	0	0	0	0
SMAD6	3	2	1	0
LOC105370869	0	0	0	0
LOC105376718	0	0	0	0
LINC02206	0	0	0	0
LOC102723493	0	0	0	0
SMAD3	1	4	1	9
AAGAB	0	0	0	0
IQCH	15	16	13	8
IQCH-AS1	144	108	107	101
C15orf61	22	10	23	18
MAP2K5	0	2	2	1
LOC107984718	0	0	0	0
SKOR1	0	0	0	1
LOC105370870	2	2	1	2
LOC101929076	0	1	0	0
RNU6-1	0	0	0	0
PIAS1	643	439	548	549
LOC105370871	5	7	1	1
CALML4	89	61	56	69
CLN6	1	0	0	1
FEM1B	1	2	0	1
ITGA11	3	3	0	2
LOC105370873	0	0	0	0
CORO2B	0	0	0	0
ANP32A	12	9	5	11
MIR4312	0	0	0	0
ANP32A-IT1	0	0	0	0
NOX5	0	0	0	0
SPESP1	0	0	0	0
EWSAT1	0	0	0	0
GLCE	1	0	1	4
PAQR5-DT	0	1	0	1
PAQR5	3	3	4	3
KIF23-AS1	68	81	97	51
KIF23	1	0	1	3
RPLP1	5	7	6	6
LINC02896	1	0	0	0
DRAIC	0	0	0	0
PCAT29	0	0	0	0
LOC107984788	0	0	0	0
LINC00593	0	0	0	0
LOC101929129	0	0	0	0
TLE3	3	0	1	0
MIR629	0	0	0	0
